KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001102001,T001102002,T001102003,T001102004,T001102005,T001102006,T001102007,T001102008,T001102009,T001102010,T001102011,T001102012,T001102013,T001102014,T001102015,T001102016,T001102017,T001102018,T001102019,T001102020,T001102021,T001102022,T001102023,T001102024,T001102025,T001102026,T001102027,T001102028,T001102029,T001102030,T001102031,T001102032,T001102033,T001102034,T001102035,T001102036,T001102037,T001102038,T001102039,T001102040,T001102041,T001102042,T001102043,T001102044,T001102045,T001102046,T001102047,T001102048,T001102049,T001102050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
5240403031,0,,,8,4,4,0,0,0,8,4,4,2,1,1,8,4,4,8,4,4,6,3,3,3,1,2,2,1,1,0,0,0,0,0,0,4,4,1,2,1,0,0,0,0,3,2,1,0,4,0,1,0
5240403033,0,,,15,7,8,3,1,2,12,6,6,6,3,3,11,5,6,11,5,6,6,3,3,4,2,2,2,1,1,0,0,0,0,0,0,5,5,1,2,0,0,2,0,0,4,3,1,1,3,0,0,2
5240403034,0,,,20,10,10,1,0,1,19,10,9,9,6,3,18,9,9,17,8,9,10,4,6,6,3,3,2,0,2,0,0,0,0,0,0,7,7,0,3,2,2,0,0,0,7,5,2,0,5,0,0,1
5240404021,0,,,19,8,11,2,1,1,17,7,10,9,4,5,17,7,10,17,7,10,8,3,5,3,0,3,3,0,3,1,0,1,0,0,0,8,8,2,2,3,1,0,0,0,6,3,3,0,5,0,2,0
5240404023,0,,,114,53,61,6,4,2,108,49,59,47,20,27,107,48,59,106,48,58,61,29,32,27,14,13,7,2,5,0,0,0,0,0,0,47,47,6,27,7,3,3,1,0,41,31,10,1,37,0,5,12
5240404024,0,,,197,92,105,15,8,7,182,84,98,87,48,39,178,82,96,176,80,96,95,36,59,50,18,32,18,5,13,0,0,0,1,0,1,87,87,25,34,18,5,2,2,1,62,48,14,2,68,1,19,14
5240404041,2,5240404042,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240404042,1,,5240404041,40,18,22,1,0,1,43,19,24,18,11,7,42,19,23,41,18,23,25,8,17,13,3,10,2,1,1,0,0,0,0,0,0,18,18,8,7,3,2,1,0,0,12,10,2,0,17,0,5,3
5240404113,0,,,119,56,63,1,0,1,118,56,62,39,20,19,117,56,61,117,56,61,79,36,43,50,22,28,15,8,7,0,0,0,0,0,0,62,62,22,28,9,1,2,0,0,40,34,6,0,57,0,18,11
5240404114,0,,,169,83,86,6,4,2,163,79,84,68,38,30,157,76,81,156,75,81,95,41,54,54,21,33,20,10,10,4,1,3,1,1,0,82,82,30,32,11,5,2,2,0,52,43,9,1,64,0,23,21
5240404131,0,,,21,10,11,3,3,0,18,7,11,11,4,7,17,7,10,17,7,10,7,3,4,5,2,3,3,1,2,0,0,0,0,0,0,9,9,3,2,2,2,0,0,0,6,6,0,1,4,0,1,1
5240404132,0,,,101,48,53,7,4,3,94,44,50,34,18,16,92,43,49,92,43,49,60,26,34,34,15,19,18,9,9,1,0,1,3,1,2,50,50,17,22,7,2,1,1,0,33,24,9,1,38,3,10,14
5240404134,0,,,202,101,101,7,4,3,195,97,98,61,31,30,194,96,98,191,93,98,134,66,68,95,39,56,41,16,25,4,2,2,21,9,12,42,39,12,13,6,2,5,0,1,27,18,9,2,23,4,2,8
5240404141,0,,,33,18,15,0,0,0,33,18,15,15,9,6,33,18,15,32,18,14,18,9,9,9,3,6,5,1,4,0,0,0,0,0,0,16,16,7,4,3,1,1,0,0,9,6,3,0,14,0,6,2
5240404143,0,,,101,44,57,7,5,2,94,39,55,41,18,23,94,39,55,94,39,55,53,21,32,26,8,18,7,1,6,0,0,0,4,0,4,49,49,18,19,6,5,0,0,1,31,26,5,2,35,5,11,13
5240405013,0,,,33,16,17,6,4,2,27,12,15,13,6,7,26,12,14,26,12,14,14,6,8,3,1,2,1,0,1,0,0,0,0,0,0,12,12,0,8,1,1,2,0,0,12,10,2,1,8,0,0,5
5240405031,1,,5240406012;5240406014,21,12,9,0,0,0,27,15,12,13,6,7,27,15,12,27,15,12,14,9,5,5,3,2,4,2,2,1,1,0,0,0,0,8,8,2,7,2,0,1,0,0,10,7,3,0,10,0,1,4
5240405112,1,,5240405114,53,28,25,3,3,0,53,26,27,22,12,10,52,25,27,50,23,27,31,14,17,23,10,13,9,5,4,1,0,1,0,0,0,23,23,7,12,3,0,2,1,0,18,14,4,1,23,0,7,6
5240405114,2,5240405112,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240405121,1,,5240405122,112,50,62,13,6,7,100,44,56,50,25,25,96,41,55,92,39,53,50,19,31,28,12,16,8,2,6,0,0,0,3,1,2,47,47,16,14,11,2,3,0,2,32,25,7,4,33,0,12,10
5240405122,2,5240405121,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240405123,1,,5240405131,71,32,39,7,5,2,67,28,39,32,11,21,63,27,36,62,27,35,35,17,18,19,7,12,7,2,5,2,1,1,3,0,3,27,27,4,11,6,5,2,0,0,24,16,8,2,22,0,4,10
5240405124,0,,,48,23,25,3,1,2,45,22,23,21,11,10,43,21,22,42,20,22,24,11,13,14,6,8,6,2,4,0,0,0,1,0,1,19,19,5,6,3,4,0,1,0,14,10,4,0,16,0,4,6
5240405131,2,5240405123,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240405141,0,,,35,15,20,0,0,0,35,15,20,18,7,11,34,15,19,33,14,19,17,8,9,9,4,5,4,1,3,0,0,0,0,0,0,14,14,3,7,2,0,0,2,0,11,8,3,0,10,0,1,4
5240405142,0,,,87,44,43,6,3,3,81,41,40,49,26,23,76,37,39,74,36,38,32,15,17,18,9,9,5,3,2,0,0,0,1,0,1,34,34,9,12,6,1,4,2,0,25,20,5,2,21,0,4,7
5240405143,2,5240405144,,10,6,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240405144,1,,5240405143,23,12,11,2,2,0,31,16,15,23,12,11,29,15,14,29,15,14,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,11,11,3,4,6,1,0,0,0,11,8,3,0,6,0,3,1
5240405231,0,,,15,8,7,0,0,0,15,8,7,4,2,2,15,8,7,15,8,7,11,6,5,9,4,5,1,0,1,0,0,0,0,0,0,9,9,4,4,1,0,0,0,0,5,5,0,0,8,0,3,3
5240405233,0,,,11,5,6,0,0,0,11,5,6,2,1,1,11,5,6,11,5,6,9,4,5,2,1,1,0,0,0,0,0,0,0,0,0,6,6,2,3,1,0,0,0,0,4,3,1,0,6,0,2,3
5240405234,1,,5240405243,55,29,26,3,1,2,56,29,27,28,16,12,54,27,27,52,26,26,28,13,15,7,1,6,3,1,2,0,0,0,0,0,0,23,23,5,11,4,2,1,0,1,19,16,3,0,20,0,5,7
5240405243,2,5240405234,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240406012,2,5240405031,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240406014,2,5240405031,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240406112,2,5240406121,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240406121,1,,5240406112;5240406122,5,4,1,0,0,0,14,10,4,4,4,0,14,10,4,14,10,4,10,6,4,3,1,2,0,0,0,0,0,0,0,0,0,5,5,8,3,0,0,0,0,0,3,3,0,0,7,0,4,3
5240406122,2,5240406121,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240406123,0,,,13,6,7,2,0,2,11,6,5,3,2,1,11,6,5,11,6,5,8,4,4,1,1,0,0,0,0,0,0,0,0,0,0,6,6,2,2,1,1,0,0,0,4,4,0,0,5,0,2,2
5240406211,2,5240406212,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240406212,1,,5240406211,155,79,76,9,2,7,150,79,71,83,43,40,147,78,69,147,78,69,67,36,31,34,15,19,12,6,6,2,1,1,2,1,1,54,54,7,21,13,9,2,3,1,49,31,18,3,41,0,3,8
5240406213,0,,,19,11,8,3,2,1,16,9,7,7,3,4,16,9,7,16,9,7,9,6,3,5,3,2,0,0,0,0,0,0,0,0,0,8,8,1,4,2,1,0,0,0,7,6,1,1,6,0,1,4
5240406214,0,,,21,9,12,2,0,2,19,9,10,12,6,6,19,9,10,18,9,9,7,3,4,2,2,0,0,0,0,0,0,0,0,0,0,9,9,2,4,1,2,0,0,0,7,7,0,0,5,0,1,1
5240406221,0,,,45,24,21,0,0,0,44,23,21,23,11,12,43,23,20,43,23,20,21,12,9,13,6,7,2,0,2,0,0,0,2,0,2,29,29,17,10,1,0,1,0,0,11,9,2,0,17,4,9,3
5240406223,2,5240406224,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240406224,1,,5240406223,38,21,17,4,2,2,42,22,20,30,14,16,38,20,18,36,19,17,12,8,4,5,4,1,1,1,0,0,0,0,8,3,5,21,21,15,4,1,0,3,0,1,9,7,2,0,10,5,5,1
5240406313,0,,,24,12,12,1,0,1,23,12,11,15,8,7,23,12,11,23,12,11,8,4,4,4,2,2,2,1,1,0,0,0,0,0,0,11,11,3,4,3,1,0,0,0,8,5,3,0,6,0,2,0
5240406331,0,,,19,9,10,2,1,1,17,8,9,11,5,6,17,8,9,17,8,9,6,3,3,3,1,2,0,0,0,0,0,0,0,0,0,8,8,0,6,1,1,0,0,0,8,8,0,0,4,0,0,1
5240406332,0,,,56,27,29,0,0,0,56,27,29,26,11,15,52,26,26,50,25,25,30,16,14,18,8,10,10,6,4,0,0,0,0,0,0,22,22,4,11,3,2,0,1,1,18,16,2,0,20,0,4,8
5240406334,0,,,16,7,9,0,0,0,16,7,9,9,5,4,15,6,9,15,6,9,7,2,5,3,0,3,1,0,1,0,0,0,0,0,0,7,7,2,1,4,0,0,0,0,5,4,1,0,5,0,2,1
5240406341,0,,,13,7,6,1,1,0,12,6,6,5,1,4,12,6,6,12,6,6,7,5,2,1,1,0,1,1,0,1,1,0,0,0,0,6,6,2,2,1,1,0,0,0,4,2,2,0,6,0,2,1
5240406343,0,,,41,18,23,3,1,2,38,17,21,20,8,12,37,16,21,36,16,20,18,9,9,7,3,4,2,0,2,1,0,1,0,0,0,15,15,2,6,4,1,1,1,0,13,9,4,1,10,0,1,4
5240406344,1,,5240406433,18,9,9,3,2,1,18,8,10,7,3,4,17,7,10,17,7,10,11,5,6,6,2,4,2,0,2,0,0,0,0,0,0,8,8,2,5,3,0,0,0,0,8,8,0,1,7,0,2,4
5240406433,2,5240406344,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407024,2,5240407031,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407031,1,,5240407024;5240408011,14,9,5,3,3,0,16,8,8,9,5,4,15,7,8,14,7,7,7,3,4,5,2,3,0,0,0,0,0,0,0,0,0,4,4,1,4,0,1,0,1,0,6,6,0,0,4,0,1,3
5240407321,0,,,15,6,9,2,0,2,13,6,7,11,5,6,13,6,7,12,6,6,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,9,9,5,3,0,1,0,0,0,4,4,0,1,2,0,2,0
5240407322,1,,5240407324,17,7,10,3,1,2,18,8,10,10,5,5,18,8,10,18,8,10,8,3,5,4,1,3,0,0,0,0,0,0,0,0,0,7,7,2,3,3,1,0,0,0,7,7,0,0,6,0,2,1
5240407324,2,5240407322,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407343,1,,5240407344,15,6,9,3,2,1,14,6,8,4,1,3,14,6,8,14,6,8,10,5,5,3,1,2,1,1,0,0,0,0,0,0,0,6,6,4,3,0,0,0,0,1,4,3,1,0,8,0,4,2
5240407344,2,5240407343,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407411,0,,,19,9,10,2,0,2,17,9,8,8,4,4,17,9,8,17,9,8,9,5,4,4,2,2,1,1,0,0,0,0,0,0,0,12,12,8,2,1,1,0,0,0,4,4,0,0,7,0,5,1
5240407412,0,,,90,49,41,1,0,1,89,49,40,47,25,22,87,48,39,87,48,39,42,24,18,20,13,7,3,0,3,2,0,2,2,0,2,46,46,16,20,6,4,0,0,0,30,27,3,0,28,1,6,10
5240407413,0,,,12,7,5,3,2,1,9,5,4,6,4,2,8,4,4,8,4,4,3,1,2,3,1,2,1,0,1,0,0,0,0,0,0,5,5,2,1,0,2,0,0,0,3,3,0,1,2,0,1,1
5240407414,0,,,22,9,13,0,0,0,22,9,13,12,5,7,20,8,12,19,7,12,10,4,6,6,2,4,3,1,2,0,0,0,0,0,0,6,6,0,2,1,1,1,1,0,6,2,4,0,6,0,0,2
5240407421,0,,,75,38,37,4,2,2,71,36,35,30,16,14,70,35,35,68,34,34,41,20,21,30,14,16,11,6,5,0,0,0,0,0,0,34,34,12,10,7,3,2,0,0,22,17,5,1,27,0,8,6
5240407422,0,,,122,57,65,5,1,4,117,56,61,55,28,27,116,55,61,114,55,59,62,28,34,39,16,23,20,6,14,3,0,3,0,0,0,46,45,11,19,7,6,2,0,0,33,21,12,1,31,0,7,6
5240407423,0,,,90,48,42,13,6,7,77,42,35,34,19,15,76,42,34,76,42,34,43,23,20,18,7,11,6,3,3,0,0,0,0,0,0,41,41,16,12,7,3,1,2,0,25,21,4,3,32,0,13,9
5240407424,1,,5240407441;5240407442,253,124,129,22,13,9,237,114,123,117,54,63,229,111,118,224,110,114,120,60,60,52,26,26,9,5,4,2,0,2,6,2,4,128,128,58,49,12,7,5,1,1,74,64,10,6,85,1,39,28
5240407431,2,5240407432,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407432,1,,5240407431,30,9,21,0,0,0,35,11,24,20,5,15,34,11,23,34,11,23,15,6,9,10,3,7,2,0,2,0,0,0,0,0,0,13,13,6,4,4,1,1,0,0,10,9,1,0,10,0,4,3
5240407434,0,,,12,6,6,0,0,0,12,6,6,6,3,3,11,6,5,10,5,5,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,7,7,4,2,0,1,0,0,0,3,3,0,0,4,0,2,2
5240407441,2,5240407424,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407442,2,5240407424,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407511,0,,,94,44,50,11,6,5,83,38,45,41,18,23,82,38,44,82,38,44,42,20,22,24,8,16,16,8,8,1,1,0,1,0,1,42,42,19,10,6,1,3,3,0,23,14,9,3,34,0,14,5
5240407512,0,,,48,25,23,6,4,2,42,21,21,23,11,12,42,21,21,42,21,21,19,10,9,6,4,2,2,1,1,0,0,0,2,1,1,24,24,8,11,2,3,0,0,0,16,15,1,0,13,1,4,5
5240407513,0,,,117,56,61,11,4,7,106,52,54,52,28,24,101,49,52,101,49,52,54,24,30,30,14,16,11,5,6,2,0,2,0,0,0,48,48,12,19,9,4,2,1,1,36,26,10,2,34,0,7,12
5240407514,0,,,30,17,13,1,1,0,28,15,13,9,5,4,28,15,13,28,15,13,19,10,9,9,4,5,4,1,3,0,0,0,0,0,0,22,22,16,4,2,0,0,0,0,6,6,0,1,16,0,12,2
5240407521,1,,5240407523,53,29,24,4,2,2,55,31,24,35,19,16,55,31,24,53,30,23,20,12,8,12,5,7,3,1,2,0,0,0,0,0,0,26,26,10,10,2,3,1,1,0,17,13,4,1,15,0,6,3
5240407522,0,,,82,39,43,6,2,4,76,37,39,37,17,20,74,36,38,73,36,37,39,20,19,22,12,10,8,2,6,2,0,2,0,0,0,36,36,11,15,5,1,2,2,0,25,21,4,2,28,0,8,7
5240407523,2,5240407521,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407524,0,,,73,31,42,5,2,3,68,29,39,37,16,21,65,28,37,62,26,36,31,13,18,18,6,12,3,2,1,0,0,0,0,0,0,27,27,6,10,3,5,1,1,1,20,15,5,2,22,0,5,4
5240407531,2,5240407533,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407532,2,5240407533,,9,2,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407533,1,,5240407531;5240407532;5240407534,11,4,7,0,0,0,33,14,19,16,5,11,33,14,19,33,14,19,17,9,8,7,1,6,4,1,3,1,0,1,1,1,0,6,6,5,6,4,1,0,0,0,11,9,2,0,14,0,4,3
5240407534,2,5240407533,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407542,0,,,16,8,8,2,2,0,14,6,8,8,4,4,14,6,8,14,6,8,6,2,4,3,1,2,2,0,2,0,0,0,0,0,0,5,5,0,1,2,2,0,0,0,5,3,2,1,4,0,0,1
5240407631,0,,,11,6,5,0,0,0,11,6,5,5,4,1,11,6,5,11,6,5,6,2,4,3,1,2,1,0,1,0,0,0,0,0,0,5,5,2,2,0,0,1,0,0,3,2,1,0,3,0,1,1
5240407632,0,,,54,29,25,6,4,2,48,25,23,24,14,10,47,24,23,46,24,22,24,11,13,13,7,6,6,4,2,0,0,0,0,0,0,20,20,5,5,5,3,1,0,1,15,12,3,1,16,0,5,4
5240407633,2,5240407634,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240407634,1,,5240407633,45,22,23,4,3,1,46,20,26,22,9,13,46,20,26,45,20,25,24,11,13,12,4,8,3,2,1,1,1,0,0,0,0,16,16,3,8,4,2,1,1,0,16,12,4,2,16,0,3,4
5240408011,2,5240407031,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408314,2,5240408323,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408321,2,5240408323,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408322,1,,5240408324,25,13,12,5,3,2,24,12,12,11,4,7,24,12,12,24,12,12,13,8,5,4,2,2,0,0,0,0,0,0,1,0,1,8,8,0,6,2,1,0,0,1,10,9,1,0,9,0,0,5
5240408323,1,,5240408314;5240408321,18,9,9,4,2,2,20,11,9,7,4,3,20,11,9,20,11,9,13,7,6,7,3,4,1,1,0,1,1,0,0,0,0,6,6,3,4,2,0,0,0,1,7,5,2,1,10,0,3,3
5240408324,2,5240408322,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408332,2,5240408341,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408341,1,,5240408332;5240408343,7,3,4,3,1,2,12,6,6,5,2,3,12,6,6,12,6,6,7,4,3,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,1,0,0,5,5,0,0,5,0,2,3
5240408343,2,5240408341,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408411,2,5240408413,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408413,1,,5240408411,8,3,5,0,0,0,15,7,8,8,4,4,15,7,8,14,6,8,7,3,4,5,2,3,2,0,2,1,0,1,0,0,0,2,2,2,1,2,0,1,0,0,4,3,1,0,4,0,2,1
5240408443,0,,,21,10,11,1,1,0,20,9,11,8,4,4,20,9,11,20,9,11,12,5,7,7,2,5,3,1,2,0,0,0,1,0,1,8,8,1,4,1,1,1,0,0,7,5,2,1,7,0,1,3
5240408511,2,5240408514,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408512,2,5240408514,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408514,1,,5240408511;5240408512;5240408524;5240408531,9,5,4,3,1,2,31,15,16,18,8,10,30,14,16,30,14,16,13,7,6,4,2,2,2,1,1,0,0,0,1,0,1,6,6,5,4,1,2,2,0,0,9,7,2,1,11,0,4,3
5240408524,2,5240408514,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5240408531,2,5240408514,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
